NA_index,news_articles,gpt4_rm_i,gpt4_rm_str,gpt4_feit_ls,gpt4_vloe_ls,gpt4_rele_ls,gpt4_spre_ls
8,"De Tweede Kamer heeft zoals verwacht met een brede meerderheid gestemd voor een nieuwe pensioenwet. Op de laatste vergaderdag voor de winterstop stemden de coalitiepartijen voor, PvdA en GroenLinks besloten de wet het ""voordeel van de twijfel"" te geven, en ook SGP en Volt steunden het voorstel.  Daarmee is de wet die het nieuwe pensioenstelsel mogelijk maakt, een stap dichterbij. De wetsbehandeling in aanloop naar de stemming was ongebruikelijk. De Kamer sprak tientallen uren over de technisch zeer ingewikkelde wet. Dinsdag stemde de Kamer in met een aantal belangrijke aanpassingsvoorstellen. Kamerleden stemden donderdag dus hoofdelijk over een vertimmerde wet.  Het voorstel legt de basis voor een van de grootste sociale verbouwingen in de afgelopen tijd. Het pensioenvermogen (tussen de 1400 en 1500 miljard) gaat van een collectieve pot naar grotendeels individuele potjes. De overstap naar deze nieuwe manier van pensioen opbouwen kost mogelijk tientallen miljarden, en hoe het nieuwe stelsel precies uitpakt voor specifieke fondsen is nog niet helemaal duidelijk.  Wel is er overeenstemming dat het oude pensioenstelsel niet meer van deze tijd is. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. Hoewel er grotere risico's aan verbonden zitten, leidt het nieuwe stelsel volgens De Nederlandsche Bank in veel scenario's sneller tot een hoger pensioen.  Steun van partijen buiten de coalitie is belangrijk, omdat pensioenminister Carola Schouten de wet nu moet verdedigen in de Eerste Kamer. Daar hebben de coalitiepartijen geen meerderheid. Het kabinet hoopt de wet snel te kunnen behandelen in de senaat, omdat deze na de Eerste Kamerverkiezingen in mei van samenstelling zal veranderen. De vrees is dat de (midden-)partijen die de nieuwe wet steunen, zetels verliezen.  Invoering van de wet is al meerdere keren aangepast, maar is nu voorzien voor 1 juli 2023. Pensioenfondsen hebben dan tot 1 januari 2027 om over te stappen naar het nieuwe stelsel. ",gpt4_rm_4,"De Tweede Kamer heeft ingestemd met de nieuwe pensioenwet, waarmee het nieuwe pensioenstelsel een stap dichterbij is. De wet maakt de overstap van een collectieve pot naar individuele potjes mogelijk. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. De wet is donderdag aangenomen met steun van coalitiepartijen en andere partijen. Minister Schouten moet de wet verdedigen in de Eerste Kamer, waar de coalitie geen meerderheid heeft. Invoering van de wet staat gepland voor 1 juli 2023 en pensioenfondsen hebben tot 1 januari 2027 om over te stappen.","[90, 75, 85, 90, 85]",,,
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",gpt4_rm_4,"Woensdag houdt de FNV een landelijke manifestatie in Utrecht om een betere cao voor gemeentepersoneel te eisen. Reinigingspersoneel en boa's willen een loonsverhoging van 12 procent, terwijl de VNG een verhoging van 5 procent in 2023 en 3 procent in 2024 voorstelt. Naast de manifestatie wordt er gestaakt in verschillende plaatsen, waaronder een driedaagse staking van reinigingspersoneel in Den Haag en  zesdaagse staking in Rotterdam. Eerder was er een staking in Utrecht en zijn er in andere plaatsen vuilnisophalingen en milieustraten gesloten.","[95, 85, 85, 85, 85]",,,
0,"De Amerikaanse media waren na de teleurstellende uitschakeling van het nationale voetbalteam door Nederland (1-3) redelijk eensluidend in hun commentaar: Oranje was dominant, Denzel Dumfries blonk uit. Die vaststelling maakte het logisch dat voor Team USA de achtste finale het eindstation was van het mondiale titeltoernooi. Als belangrijkste lichtpunt werd de jeugdigheid van de selectie gezien, een belofte voor het volgende WK in 2026, dat plaatsvindt in eigen land, Canada en Mexico.  De verslaggever van de Washington Post schreef dat de Amerikaanse defensie zich na de aftrap met name concentreerde op de aanvallende boegbeelden Memphis Depay en Cody Gakpo, maar dat de hoofdrol bij Oranje werd gespeeld door Dumfries: tweemaal aangever, één keer afmaker.  Volgens de New York Times was het doelpunt van Dumfries de nekslag voor de jonge, onervaren Amerikanen. Vooral omdat die goal zo snel na de hoopgevende 1-2 van Haji Wright kwam. De daarmee uitgegooide ""reddingslijn"" werd al na luttele minuten doorgesneden.  USA Today oordeelde dat er op de Nederlandse zege weinig viel af te dingen. De ploeg van bondscoach Louis van Gaal domineerde en overklaste de jongens van Gregg Berhalter. Volgens de krant mag het duidelijk zijn dat Amerikanen nog een lange weg te gaan hebben voordat ze zich tot de absolute wereldtop kunnen rekenen en met recht aan een wereldtitel mogen denken. ",gpt4_rm_5,"Het Amerikaanse nationale voetbalteam werd door Nederland uitgeschakeld in de achtste finale van het WK. Nederland was dominant, met name Denzel Dumfries blonk uit met twee assists en één goal. De jeugdigheid van het Amerikaanse team werd gezien als een belofte voor het volgende WK in 2026. De New York Times verklaarde dat het doelpunt van Dumfries de nekslag was voor de Amerikanen. De defensie concentreerde zich vooral op Memphis Depay en Cody Gakpo. USA Today oordeelde dat er weinig viel af te dingen op de overwinning van Nederland en dat de Amerikanen nog een lange weg te gaan hebben voordat ze zich tot de absolute wereldtop kunnen rekenen.","[90, 85, 85, 85, 85]",,,
1,"De 10-jarige Hebe en haar begeleidster Sanne zijn omgekomen door een verkeersongeval. Dat concludeert het Openbaar Ministerie op basis van het onderzoek naar de toedracht van de dood van de twee. De 26-jarige Sanne was eerder in het onderzoek als verdachte aangemerkt. ""Daarvan is geen enkele sprake meer"", aldus het OM. Het gaat volgens het OM om een ""noodlottig ongeval"". Het onderzoek naar de dood van het tweetal is daarmee afgesloten.  De gehandicapte Hebe werd op 17 oktober opgehaald door Sanne vanaf een dagcentrum in Raamsdonksveer. Ze waren onderweg naar Vught, maar kwamen daar nooit aan. Er volgde een dagenlange zoektocht, waarbij onder meer een amber alert werd uitgegeven voor Hebe. Op 19 oktober werden de twee gevonden bij knooppunt Empel bij 's-Hertogenbosch in de Kia Picanto waarin ze reden. Ze waren niet meer in leven.  De ouders van Sanne en Hebe danken iedereen voor alle steun en medeleven die ze hebben gekregen, laten ze weten via organisatie Namens de Familie. ""Buiten zochten onze vrienden, familie, bekenden, maar ook mensen die we niet kenden, met honderden tegelijk in weilanden, duinen en bossen. De politie, brandweer, speciale eenheden, veteranen en alle anderen sliepen nauwelijks en waren vastberaden Hebe en Sanne te vinden. Dat ze dat deden, zo massaal, raakt ons diep. Wat zijn we dankbaar voor de volharding die ze toonden.""  ""Ons verdriet is groot, maar we voelen ons gedragen door onze familie en vrienden, door de mensen in ons dorp, door zoveel mensen in dit land en zelfs daarbuiten"", aldus de ouders. ""Alle energie, tijd, moeite en daadkracht, heeft onze lieve meiden helaas niet kunnen redden."" De families laten verder weten met rust te willen worden gelaten om ""de gebeurtenissen en hun verdriet te verwerken"". ",gpt4_rm_5,"Bij een verkeersongeval zijn de 10-jarige Hebe en haar begeleidster Sanne om het leven gekomen. Het OM heeft geconcludeerd dat het om een ""noodlottig ongeval"" gaat en niet om een strafbaar feit. Het tweetal was onderweg naar Vught en is later gevonden bij knooppunt Empel bij 's-Hertogenbosch. De ouders van Sanne en Hebe zijn dankbaar voor alle steun, maar willen met rust worden gelaten om hun verdriet te verwerken.","[95, 95, 100, 95, 100]",,,
2,"De belangrijkste adviseur van de regering vindt dat woonminister Hugo de Jonge moet uitleggen waarom onderscheid tussen verschillende type huurders gerechtvaardigd is in zijn woningwet. Met die wet wil hij een huurverlaging regelen voor mensen met een laag inkomen, die bij een woningcorporatie huren. Maar de Raad van State is kritisch op die wetswijziging, omdat er onderscheid wordt gemaakt tussen huurders bij een corporatie en huurders met een huisbaas.  De Jonge moet volgens de Raad van State een ""objectieve rechtvaardiging"" geven voor het feit dat private huurders geen verlaging krijgen. Als deze rechtvaardiging niet gegeven kan worden, moet het kabinet het voorstel heroverwegen, aldus de Raad. Momenteel is in de wet ""onvoldoende gemotiveerd"" waarom onderscheid gemaakt wordt tussen huurders die bij een woningcorporatie huren. De adviseur benadrukt dat huurders ""zeker in de huidige krappe woningmarkt"" doorgaans niet de luxe hebben om te kiezen of ze huren bij een corporatie of een private verhuurder.  Een woordvoerder van het ministerie van Binnenlandse Zaken zegt dat het eerder aangekondigde wetsvoorstel binnen enkele weken naar de Tweede Kamer gaat. Dan zal De Jonge ook toelichten ""tot welke wijzigingen in het wetsvoorstel het advies van de Raad van State heeft geleid"". Mogelijk past hij zijn voorstel dus nog aan.  Het is de RvS ook niet duidelijk waarom er niet voor is gekozen om de huurtoeslag ""in te zetten"". Het verder verhogen van deze toeslag zou ook huurders met een laag inkomen helpen, en aan die ingreep kleven veel minder nadelen. Zo worden óók mensen die niet bij een woningcorporatie huren met zo'n maatregel geholpen.  In het wetsvoorstel staat niet duidelijk ""of de beoogde doelgroep, huurders met een laag inkomen én een kwetsbare huurquote, ook daadwerkelijk bereikt wordt"", zegt de Raad van State. Ook vraagt de Raad zich af hoe het voorstel zich verhoudt tot de andere maatregelen om kwetsbare huurders financieel een steuntje in de rug te geven. ",gpt4_rm_5,"Het kabinet wil een huurverlaging regelen voor mensen met een laag inkomen die bij een woningcorporatie huren. Maar de Raad van State is kritisch op de wetswijziging, omdat er onderscheid wordt gemaakt tussen huurders bij een corporatie en huurders met een huisbaas. De belangrijkste adviseur van de regering vindt dat woonminister Hugo de Jonge moet uitleggen waarom dit onderscheid gerechtvaardigd is. De minister moet een objectieve rechtvaardiging geven voor het feit dat private huurders geen verlaging krijgen. Als deze rechtvaardiging niet gegeven kan worden, moet het kabinet het voorstel heroverwegen aldus de Raad.","[70, 60, 70, 80, 70]",,,
3,"Nederland brengt in de series van de 4x400 meter gemengd een sterke estafetteploeg in de baan op het WK atletiek in het Amerikaanse Eugene. Liemarvin Bonevacia, Lieke Klaver, Tony van Diepen en Eveline Saalberg komen vanaf 20.45 uur in actie op Hayward Field.  Bonevacia en Klaver maakten vorige zomer samen met Femke Bol en Ramsey Angela deel uit van het estafetteteam dat op de Olympische Spelen van Tokio als vierde eindigde in de finale van de 4x400 meter gemengd, een betrekkelijk nieuw onderdeel in de atletiek.  Er mag voor de finale één atleet worden gewisseld. Het ligt voor de hand dat Femke Bol dan de plaats inneemt van Saalberg. Bol komt op dit WK individueel uit op de 400 meter horden, maar is ook op de 400 meter veruit de snelste Nederlandse atlete.  Bonevacia is de snelste Nederlander op de 400 meter. Hij werd onlangs in Apeldoorn voor de zesde keer Nederlands kampioen. Van Diepen doet in Eugene mee op de 800 meter. De twee zaten ook in de ploeg van de 4x400 meter mannen die op de Spelen in Tokio stuntte met zilver. ",gpt4_rm_5,"Nederland heeft een sterke estafetteploeg op de 4x400 meter gemengd op het WK atletiek in de VS. Bonevacia, Klaver, Van Diepen en Saalberg treden aan om 20.45 uur op Hayward Field. In de Olympische Spelen van Tokio eindigde de ploeg als vierde in de finale. Bol vervangt waarschijnlijk Saalberg in de finale. Bonevacia en Bol zijn de snelste atleten op de 400 meter. Van Diepen doet mee op de 800 meter. De ploeg heeft de potentie om te stunten op het WK.","[100, 95, 100, 95, 100]",,,
4,"Vitesse heeft bijna veertig supporters een stadionverbod opgelegd vanwege het afsteken van rookbommen. De thuiswedstrijd zondag tegen sc Heerenveen (1-2) moest na een kwartier tijdelijk worden stilgelegd, omdat achter een van de doelen flinke rookontwikkeling ontstond. Eén rookbom werd zelfs op het veld gegooid.  ""Terwijl de zwart-grijze rook opstijgt op de Zuid-tribune, denkt 99,9 procent van de mensen in Gelredome precies hetzelfde: daar gaan we weer, wat een ellende"", schrijft Vitesse op de website.  Twee toeschouwers werden gearresteerd omdat ze twee stewards hadden mishandeld. ""Het moge duidelijk zijn dat dit volstrekt onacceptabel is en nóóit mag gebeuren"", aldus Vitesse, dat stadionverboden oplegde aan de supporters die (mede) verantwoordelijk waren voor de vuurwerkactie. In totaal heeft de Arnhemse club dit seizoen al ruim honderd fans een stadionverbod gegeven. Vitesse probeert de financiële schade te verhalen op de daders.  ""Het zijn harde maatregelen, waar we absoluut niet trots op zijn, maar die voor de terugkeer naar een veilig en sfeervol stadion wel noodzakelijk zijn. Het moet stoppen dat kleine groepen 'supporters' het verpesten voor de rest"", aldus de nummer 6 van de Eredivisie. ",gpt4_rm_5,"Vitesse heeft bijna 40 supporters een stadionverbod opgelegd vanwege het afsteken van rookbommen tijdens de wedstrijd tegen sc Heerenveen. De thuiswedstrijd moest tijdelijk worden stilgelegd vanwege de rookontwikkeling. Vitesse heeft dit seizoen al ruim 100 fans een stadionverbod gegeven en probeert de financiële schade te verhalen op de daders. ""Het zijn harde maatregelen, maar noodzakelijk voor een veilig en sfeervol stadion"", aldus Vitesse op hun website. Twee toeschouwers zijn gearresteerd voor mishandeling van stewards.","[100, 100, 95, 100, 100]",,,
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",gpt4_rm_5,"Zeker weten! Hier is het Radiobericht: 

Het Noordereiland van Nieuw-Zeeland ligt in puin nadat cycloon Gabrielle daar grote schade heeft aangericht. De noodtoestand is afgekondigd en het leger wordt ingezet om te helpen bij evacuaties. Tienduizenden huishoudens zitten zonder stroom en sommige regio's zijn afgesneden van de buitenwereld. Een lid van de vrijwillige brandweer wordt vermist na een aardverschuiving bij een ondergelopen woning. Cycloon Gabrielle wordt beschouwd als een van de zwaarste stormen van de eeuw en heeft voor een recordhoeveelheid van 568 millimeter regen gezorgd.","[90, 80, 90, 90, 80]",,,
6,"De onbemande Russische Sojoez-capsule die drie astronauten moet ophalen van het internationale ruimtestation ISS is op zijn bestemming aangekomen. De Russische ruimtevaartorganisatie Roskosmos meldt op Telegram dat de capsule zondagochtend om 03.58 uur Moskouse tijd is afgemeerd bij het ISS. Het ruimtevaartuig was vrijdag gelanceerd.  De Russische kosmonauten Sergej Prokopjev en Dmitri Petelin en de Amerikaanse astronaut Francisco Rubio die momenteel op het ISS verblijven, zouden in maart naar de aarde terugkeren. In december ontstond echter een lek in het Sojoez-ruimteschip waarmee ze zouden reizen, waardoor koelvloeistof wegstroomde. Waarschijnlijk is het lek veroorzaakt door een botsing met een zogeheten micrometeoroïde, een miniem stukje ruimtegruis.  Nu de nieuwe capsule is gearriveerd zal de beschadigde volgende maand onbemand terugkeren. De drie ruimtevaarders moeten nog tot september op het ISS blijven, want Roskosmos heeft hun missie verlengd. Het Sojoez-ruimtevaartuig dat zondag afmeerde bracht daarom ook 429 kilo materiaal en voorraden mee. ",gpt4_rm_5,Een onbemande Russische Sojoez-capsule is succesvol aangekomen bij het ISS. Drie ruimtevaarders moesten langer blijven vanwege een lek in het Sojoez-ruimteschip. De nieuwe capsule zal de beschadigde vervangen en brengt ook 429 kilo materiaal en voorraden mee.,"[80, 80, 80, 80, 80]",,,
7,"Nederlandse kwekers zullen door de sterk gestegen energieprijzen veel minder sierbloemen en -planten produceren. Dat is de verwachting bij Royal FloraHolland, 's werelds grootste bloemenveiling. Een woordvoerder van de coöperatie, in handen van bloemen- en plantenkwekers, houdt rekening met een terugval van 40 procent.  ""We zien kwekers die vanwege de hoge kosten besluiten hun bedrijf te beëindigen, maar ook faillissementen. Daarnaast zijn er kwekers die voor 2022, dus voor de inval in Oekraïne, een heel goed contract voor energie hadden afgesloten en dat kunnen doorverkopen. Dat levert dan meer op dan zelf bloemen produceren"", vertelt de zegsman.  Hoewel het afhangt van de precieze planten of bloemen die kwekers verkopen, komen veel van hen niet uit de kosten bij de huidige prijzen. Probleem is dat ze prijzen voor gas en elektriciteit niet zomaar kunnen doorberekenen doordat hun waren worden geveild. ""Bij de veilingklok is het een kwestie van vraag en aanbod. Op het moment dat veel kwekers stoppen gaan de prijzen mogelijk weer omhoog door het beperkte aanbod, maar als een kweker nu al forse verliezen draait gaat die niet wachten op betere tijden.""  De bloemensector, goed voor zeker 150.000 banen in Nederland, heeft het door de oorlog in Oekraïne en gestegen gasprijzen al langer zwaar. Op Valentijnsdag, een van de belangrijkste dagen voor de bloemenverkoop in binnen- en buitenland, voerden kwekers al 27 procent minder aan. Royal FloraHolland pleit voor ingrepen van de overheid op de energiemarkt zodat gas en elektriciteit weer enigszins betaalbaar worden. ",gpt4_rm_5,"Nederlandse kwekers van sierbloemen en planten produceren veel minder vanwege de sterk gestegen energieprijzen. Royal FloraHolland verwacht een terugval van 40 procent, aldus een woordvoerder. Kwekers beëindigen hun bedrijf of gaan failliet. Anderen verkopen hun energiecontract en produceren geen bloemen meer. Hoewel de prijzen voor gas en elektriciteit stegen, kunnen de kwekers deze niet doorberekenen bij het veilen van hun waren. De bloemensector met 150.000 banen in Nederland heeft het door de oorlog in Oekraïne al langer zwaar. Royal FloraHolland pleit voor ingrijpen van de overheid op de energiemarkt.","[80, 80, 80, 80, 85]",,,
8,"De Tweede Kamer heeft zoals verwacht met een brede meerderheid gestemd voor een nieuwe pensioenwet. Op de laatste vergaderdag voor de winterstop stemden de coalitiepartijen voor, PvdA en GroenLinks besloten de wet het ""voordeel van de twijfel"" te geven, en ook SGP en Volt steunden het voorstel.  Daarmee is de wet die het nieuwe pensioenstelsel mogelijk maakt, een stap dichterbij. De wetsbehandeling in aanloop naar de stemming was ongebruikelijk. De Kamer sprak tientallen uren over de technisch zeer ingewikkelde wet. Dinsdag stemde de Kamer in met een aantal belangrijke aanpassingsvoorstellen. Kamerleden stemden donderdag dus hoofdelijk over een vertimmerde wet.  Het voorstel legt de basis voor een van de grootste sociale verbouwingen in de afgelopen tijd. Het pensioenvermogen (tussen de 1400 en 1500 miljard) gaat van een collectieve pot naar grotendeels individuele potjes. De overstap naar deze nieuwe manier van pensioen opbouwen kost mogelijk tientallen miljarden, en hoe het nieuwe stelsel precies uitpakt voor specifieke fondsen is nog niet helemaal duidelijk.  Wel is er overeenstemming dat het oude pensioenstelsel niet meer van deze tijd is. Het nieuwe stelsel is flexibeler en past beter bij de huidige arbeidsmarkt. Hoewel er grotere risico's aan verbonden zitten, leidt het nieuwe stelsel volgens De Nederlandsche Bank in veel scenario's sneller tot een hoger pensioen.  Steun van partijen buiten de coalitie is belangrijk, omdat pensioenminister Carola Schouten de wet nu moet verdedigen in de Eerste Kamer. Daar hebben de coalitiepartijen geen meerderheid. Het kabinet hoopt de wet snel te kunnen behandelen in de senaat, omdat deze na de Eerste Kamerverkiezingen in mei van samenstelling zal veranderen. De vrees is dat de (midden-)partijen die de nieuwe wet steunen, zetels verliezen.  Invoering van de wet is al meerdere keren aangepast, maar is nu voorzien voor 1 juli 2023. Pensioenfondsen hebben dan tot 1 januari 2027 om over te stappen naar het nieuwe stelsel. ",gpt4_rm_5,"De Tweede Kamer heeft met brede steun een nieuwe wet aangenomen die de basis legt voor een nieuw pensioenstelsel. Het huidige collectieve pensioenvermogen van 1400-1500 miljard gaat over naar individuele potjes. De overstap naar dit nieuwe stelsel kost tientallen miljarden, maar maakt pensioenopbouw flexibeler en beter aangepast aan de huidige arbeidsmarkt. GroenLinks en PvdA gaven de nieuwe wet het ""voordeel van de twijfel"". De stemming was ongebruikelijk, want er werd tientallen uren over gesproken. De wet moet nu nog in de Eerste Kamer worden verdedigd.","[85, 75, 80, 85, 85]",,,
9,"De FNV houdt woensdag een landelijke manifestatie op het Jaarbeursplein in Utrecht om zich hard te maken voor een betere cao voor gemeentepersoneel. Het overleg daarover met de Vereniging van Nederlandse Gemeenten (VNG) is stukgelopen. Vanaf 11.00 uur komen de demonstranten bijeen.  Onder anderen reinigingspersoneel en boa’s eisen een loonsverhoging van 12 procent. De vakbond heeft het voorstel van de VNG van 5 procent verhoging in 2023 en 3 procent verhoging in 2024 afgewezen.  Naast de manifestatie wordt in verschillende plaatsen gestaakt. Op maandag hield de FNV een manifestatie op de Koekamp in Den Haag, gevolgd door een driedaagse staking van reinigingspersoneel tot en met woensdag. Vanaf woensdag leggen hun Rotterdamse collega’s het werk neer tijdens een zesdaagse staking.  Eerder staakte de reinigingsdienst van Utrecht. Dat leidde tot bergen vuil in de stad, die de stakers na afloop zelf opruimden. In Emmen werd afgelopen donderdag geen vuilnis opgehaald, in de Betuwe bleven de vuilniswagens vorige week binnen en waren de milieustraten dicht en ook in Groningen staakten de medewerkers van Stadsbeheer. ",gpt4_rm_5,"De FNV organiseert een landelijke manifestatie op het Jaarbeursplein in Utrecht om een betere cao voor gemeentepersoneel te eisen. Het overleg met de Vereniging van Nederlandse Gemeenten over een loonsverhoging van 5% in 2023 en 3% in 2024 is mislukt. Reinigingspersoneel en boa's willen een loonsverhoging van 12%. Het protest begint om 11.00 uur. Reinigingspersoneel staakt in verschillende plaatsen, waaronder Rotterdam tijdens een zesdaagse staking. Eerder staakten de medewerkers van Utrecht, Den Haag, Emmen, de Betuwe en Groningen.","[90, 80, 85, 85, 85]",,,
0,"De Amerikaanse media waren na de teleurstellende uitschakeling van het nationale voetbalteam door Nederland (1-3) redelijk eensluidend in hun commentaar: Oranje was dominant, Denzel Dumfries blonk uit. Die vaststelling maakte het logisch dat voor Team USA de achtste finale het eindstation was van het mondiale titeltoernooi. Als belangrijkste lichtpunt werd de jeugdigheid van de selectie gezien, een belofte voor het volgende WK in 2026, dat plaatsvindt in eigen land, Canada en Mexico.  De verslaggever van de Washington Post schreef dat de Amerikaanse defensie zich na de aftrap met name concentreerde op de aanvallende boegbeelden Memphis Depay en Cody Gakpo, maar dat de hoofdrol bij Oranje werd gespeeld door Dumfries: tweemaal aangever, één keer afmaker.  Volgens de New York Times was het doelpunt van Dumfries de nekslag voor de jonge, onervaren Amerikanen. Vooral omdat die goal zo snel na de hoopgevende 1-2 van Haji Wright kwam. De daarmee uitgegooide ""reddingslijn"" werd al na luttele minuten doorgesneden.  USA Today oordeelde dat er op de Nederlandse zege weinig viel af te dingen. De ploeg van bondscoach Louis van Gaal domineerde en overklaste de jongens van Gregg Berhalter. Volgens de krant mag het duidelijk zijn dat Amerikanen nog een lange weg te gaan hebben voordat ze zich tot de absolute wereldtop kunnen rekenen en met recht aan een wereldtitel mogen denken. ",gpt4_rm_6,"Het Amerikaanse nationale voetbalteam is uitgeschakeld in de achtste finale van het mondiale titeltoernooi door Nederland (1-3). Oranje was dominant en Denzel Dumfries blonk uit met twee assists en een doelpunt. De jeugdigheid van de selectie wordt gezien als een belofte voor het volgende WK in 2026. Volgens de Washington Post concentreerde de Amerikaanse defensie zich op Memphis Depay en Cody Gakpo, maar was Dumfries de ster van het Nederlandse team. Volgens de New York Times was het doelpunt van Dumfries de nekslag voor de jonge Amerikanen. USA Today oordeelde dat Nederland verdiend gewonnen heeft en dat Amerika nog een lange weg te gaan heeft voordat ze tot de absolute wereldtop kunnen behoren.","[95, 95, 95, 90, 95]",,,
1,"De 10-jarige Hebe en haar begeleidster Sanne zijn omgekomen door een verkeersongeval. Dat concludeert het Openbaar Ministerie op basis van het onderzoek naar de toedracht van de dood van de twee. De 26-jarige Sanne was eerder in het onderzoek als verdachte aangemerkt. ""Daarvan is geen enkele sprake meer"", aldus het OM. Het gaat volgens het OM om een ""noodlottig ongeval"". Het onderzoek naar de dood van het tweetal is daarmee afgesloten.  De gehandicapte Hebe werd op 17 oktober opgehaald door Sanne vanaf een dagcentrum in Raamsdonksveer. Ze waren onderweg naar Vught, maar kwamen daar nooit aan. Er volgde een dagenlange zoektocht, waarbij onder meer een amber alert werd uitgegeven voor Hebe. Op 19 oktober werden de twee gevonden bij knooppunt Empel bij 's-Hertogenbosch in de Kia Picanto waarin ze reden. Ze waren niet meer in leven.  De ouders van Sanne en Hebe danken iedereen voor alle steun en medeleven die ze hebben gekregen, laten ze weten via organisatie Namens de Familie. ""Buiten zochten onze vrienden, familie, bekenden, maar ook mensen die we niet kenden, met honderden tegelijk in weilanden, duinen en bossen. De politie, brandweer, speciale eenheden, veteranen en alle anderen sliepen nauwelijks en waren vastberaden Hebe en Sanne te vinden. Dat ze dat deden, zo massaal, raakt ons diep. Wat zijn we dankbaar voor de volharding die ze toonden.""  ""Ons verdriet is groot, maar we voelen ons gedragen door onze familie en vrienden, door de mensen in ons dorp, door zoveel mensen in dit land en zelfs daarbuiten"", aldus de ouders. ""Alle energie, tijd, moeite en daadkracht, heeft onze lieve meiden helaas niet kunnen redden."" De families laten verder weten met rust te willen worden gelaten om ""de gebeurtenissen en hun verdriet te verwerken"". ",gpt4_rm_6,"Een 10-jarig meisje en haar begeleidster komen om bij een noodlottig verkeersongeval. Het onderzoek eindigt, waaruit blijkt dat de begeleidster geen verdachte meer is. De familie is dankbaar voor de steun en vraagt om privacy om dit verlies te verwerken.","[90, 90, 100, 90, 100]",,,
