NA_index,news_articles,news_titles,news_ids
67,"Ajax heeft zich vrij eenvoudig voor de halve finales van de KNVB-beker geplaatst. De verliezend finalist van het afgelopen seizoen rekende in Doetinchem af met De Graafschap, 3-0, de huidige nummer 13 van de Keuken Kampioen Divisie.Jorge Sánchez en Steven Bergwijn scoorden in de eerste 26 minuten van het duel. Brian Brobbey bepaalde in de 79e minuut de eindstand. De loting voor de halve finales staat voor zaterdagavond op het programma. Feyenoord, PSV en Spakenburg zijn de andere halvefinalisten.Ajax begon met zeven andere basisspelers dan zondag tegen Vitesse. Dusan Tadic. Edson Álvarez, Devyne Rensch, Owen Wijndal, Steven Berghuis en doelman Gerónimo Rulli kregen rust. Kenneth Taylor moest een schorsing uitzitten. De 16-jarige Jorrel Hato debuteerde als basisspeler.",Ajax naar halve finale bekertoernooi na winst op De Graafschap,22bae2f0fdf7dba9d83e2210ed69a2ff
68,"In het centrum van de Zweedse stad Göteborg is op klaarlichte dag een 9-jarig meisje neergestoken. Zij zou in haar buik zijn gestoken en inmiddels in een stabiele conditie in het ziekenhuis liggen. Het zou gaan om een Nederlands meisje uit Amsterdam dat in Zweden op familiebezoek was. Dat laat een vriend van de familie van het meisje weten aan De Telegraaf.De verdachte, die volgens Zweedse media rond de 30 jaar is, werd vastgehouden door passanten en later overgedragen aan de politie. Die zette tevens de plaats delict in de Brunnsparken af en startte een onderzoek. Vooralsnog zien zij geen verband tussen de dader en het slachtoffer en tasten zij qua motief nog in het duister.Volgens Zweedse media is de verdachte wel bekend bij de instanties. Enkele familieleden van het meisje zouden ook lichtgewond zijn geraakt toen ze het meisje wilden beschermen. Zij zijn met het meisje meegegaan naar het ziekenhuis.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: ’Nederlands meisje (9) neergestoken in Göteborg’,4741ddecad40d224052ccb4b4621d379
69,"Bijna 13,3 miljoen mensen mogen stemmen bij de komende Provinciale Statenverkiezingen op 15 maart, zo meldt het Centraal Bureau voor de Statistiek (CBS) op basis van zijn voorlopige cijfers. Onder de kiesgerechtigden zijn 800.000 jongeren die voor het eerst voor de Provinciale Staten stemmen.In de afgelopen twintig jaar is de kiesgerechtigde bevolking ouder geworden. Dit jaar is bijna 27 procent 65 jaar of ouder, in 2003 ging dat om ruim 18 procent. In de gemeente Laren (Noord-Holland) is het aantal kiesgerechtigden van 65 jaar oud of ouder het grootst, namelijk 40,7 procent.Een kwart van de mensen die mogen stemmen is jonger dan 35. ""Deze jonge stemmers wonen relatief vaak in steden, en dan vooral in studentensteden. Andere gemeenten met een jonge kiesgerechtigde bevolking zijn Urk (37,3 procent), Renswoude (29,7 procent) en Staphorst (29,5 procent). De provincies Groningen en Utrecht tellen naar verhouding de meeste jonge kiesgerechtigden"", aldus het CBS.Van de 18-plussers is 91,6 procent kiesgerechtigd voor de komende Provinciale Statenverkiezingen. In 2019 ging dat nog om 93,3 procent. Dat komt volgens het CBS omdat er in de afgelopen jaren meer mensen zijn bijgekomen die (nog) geen Nederlandse nationaliteit hebben.Inwoners van Caribisch Nederland en Nederlanders die in het buitenland wonen stemmen ook, via zogenoemde kiescolleges. Op Bonaire zijn er volgens het CBS 14.600 kiesgerechtigden, op Sint Eustatius 1900 en op Saba 900.Noot voor de redactie, niet voor publicatie:Ga voor een interactieve graphic naar https://t.localfocus.nl/anp/?1ec5c3f. De graphic is opgemaakt in uw huisstijl en in formats voor print en online. De graphic wordt aangeboden aan klanten van de graphicsdienst van het ANP en LocalFocus.",Ruim 13 miljoen mensen mogen stemmen voor Provinciale Staten,30271be95d3b864756fdd17dddb15fe7
70,"Ajax heeft zich vrij eenvoudig voor de halve finales van de KNVB-beker geplaatst. De verliezend finalist van het afgelopen seizoen rekende in Doetinchem af met De Graafschap, 3-0, de huidige nummer 13 van de Keuken Kampioen Divisie.Jorge Sánchez en Steven Bergwijn scoorden in de eerste 26 minuten van het duel. Brian Brobbey bepaalde in de 79e minuut de eindstand. De loting voor de halve finales staat voor zaterdagavond op het programma. Feyenoord, PSV en Spakenburg zijn de andere halvefinalisten.Ajax begon met zeven andere basisspelers dan zondag tegen Vitesse. Dusan Tadic. Edson Álvarez, Devyne Rensch, Owen Wijndal, Steven Berghuis en doelman Gerónimo Rulli kregen rust. Kenneth Taylor moest een schorsing uitzitten. De 16-jarige Jorrel Hato debuteerde als basisspeler.",Ajax naar halve finale bekertoernooi na winst op De Graafschap,22bae2f0fdf7dba9d83e2210ed69a2ff
71,"Bijna 13,3 miljoen mensen mogen stemmen bij de komende Provinciale Statenverkiezingen op 15 maart, zo meldt het Centraal Bureau voor de Statistiek (CBS) op basis van zijn voorlopige cijfers. Onder de kiesgerechtigden zijn 800.000 jongeren die voor het eerst voor de Provinciale Staten stemmen.In de afgelopen twintig jaar is de kiesgerechtigde bevolking ouder geworden. Dit jaar is bijna 27 procent 65 jaar of ouder, in 2003 ging dat om ruim 18 procent. In de gemeente Laren (Noord-Holland) is het aantal kiesgerechtigden van 65 jaar oud of ouder het grootst, namelijk 40,7 procent.Een kwart van de mensen die mogen stemmen is jonger dan 35. ""Deze jonge stemmers wonen relatief vaak in steden, en dan vooral in studentensteden. Andere gemeenten met een jonge kiesgerechtigde bevolking zijn Urk (37,3 procent), Renswoude (29,7 procent) en Staphorst (29,5 procent). De provincies Groningen en Utrecht tellen naar verhouding de meeste jonge kiesgerechtigden"", aldus het CBS.Van de 18-plussers is 91,6 procent kiesgerechtigd voor de komende Provinciale Statenverkiezingen. In 2019 ging dat nog om 93,3 procent. Dat komt volgens het CBS omdat er in de afgelopen jaren meer mensen zijn bijgekomen die (nog) geen Nederlandse nationaliteit hebben.Inwoners van Caribisch Nederland en Nederlanders die in het buitenland wonen stemmen ook, via zogenoemde kiescolleges. Op Bonaire zijn er volgens het CBS 14.600 kiesgerechtigden, op Sint Eustatius 1900 en op Saba 900.Noot voor de redactie, niet voor publicatie:Ga voor een interactieve graphic naar https://t.localfocus.nl/anp/?1ec5c3f. De graphic is opgemaakt in uw huisstijl en in formats voor print en online. De graphic wordt aangeboden aan klanten van de graphicsdienst van het ANP en LocalFocus.",Ruim 13 miljoen mensen mogen stemmen voor Provinciale Staten,30271be95d3b864756fdd17dddb15fe7
72,"In het centrum van de Zweedse stad Göteborg is op klaarlichte dag een 9-jarig meisje neergestoken. Zij zou in haar buik zijn gestoken en inmiddels in een stabiele conditie in het ziekenhuis liggen. Het zou gaan om een Nederlands meisje uit Amsterdam dat in Zweden op familiebezoek was. Dat laat een vriend van de familie van het meisje weten aan De Telegraaf.De verdachte, die volgens Zweedse media rond de 30 jaar is, werd vastgehouden door passanten en later overgedragen aan de politie. Die zette tevens de plaats delict in de Brunnsparken af en startte een onderzoek. Vooralsnog zien zij geen verband tussen de dader en het slachtoffer en tasten zij qua motief nog in het duister.Volgens Zweedse media is de verdachte wel bekend bij de instanties. Enkele familieleden van het meisje zouden ook lichtgewond zijn geraakt toen ze het meisje wilden beschermen. Zij zijn met het meisje meegegaan naar het ziekenhuis.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: ’Nederlands meisje (9) neergestoken in Göteborg’,4741ddecad40d224052ccb4b4621d379
73,"In het centrum van de Zweedse stad Göteborg is op klaarlichte dag een 9-jarig meisje neergestoken. Zij zou in haar buik zijn gestoken en inmiddels in een stabiele conditie in het ziekenhuis liggen. Het zou gaan om een Nederlands meisje uit Amsterdam dat in Zweden op familiebezoek was. Dat laat een vriend van de familie van het meisje weten aan De Telegraaf.De verdachte, die volgens Zweedse media rond de 30 jaar is, werd vastgehouden door passanten en later overgedragen aan de politie. Die zette tevens de plaats delict in de Brunnsparken af en startte een onderzoek. Vooralsnog zien zij geen verband tussen de dader en het slachtoffer en tasten zij qua motief nog in het duister.Volgens Zweedse media is de verdachte wel bekend bij de instanties. Enkele familieleden van het meisje zouden ook lichtgewond zijn geraakt toen ze het meisje wilden beschermen. Zij zijn met het meisje meegegaan naar het ziekenhuis.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: ’Nederlands meisje (9) neergestoken in Göteborg’,4741ddecad40d224052ccb4b4621d379
74,"Bijna 13,3 miljoen mensen mogen stemmen bij de komende Provinciale Statenverkiezingen op 15 maart, zo meldt het Centraal Bureau voor de Statistiek (CBS) op basis van zijn voorlopige cijfers. Onder de kiesgerechtigden zijn 800.000 jongeren die voor het eerst voor de Provinciale Staten stemmen.In de afgelopen twintig jaar is de kiesgerechtigde bevolking ouder geworden. Dit jaar is bijna 27 procent 65 jaar of ouder, in 2003 ging dat om ruim 18 procent. In de gemeente Laren (Noord-Holland) is het aantal kiesgerechtigden van 65 jaar oud of ouder het grootst, namelijk 40,7 procent.Een kwart van de mensen die mogen stemmen is jonger dan 35. ""Deze jonge stemmers wonen relatief vaak in steden, en dan vooral in studentensteden. Andere gemeenten met een jonge kiesgerechtigde bevolking zijn Urk (37,3 procent), Renswoude (29,7 procent) en Staphorst (29,5 procent). De provincies Groningen en Utrecht tellen naar verhouding de meeste jonge kiesgerechtigden"", aldus het CBS.Van de 18-plussers is 91,6 procent kiesgerechtigd voor de komende Provinciale Statenverkiezingen. In 2019 ging dat nog om 93,3 procent. Dat komt volgens het CBS omdat er in de afgelopen jaren meer mensen zijn bijgekomen die (nog) geen Nederlandse nationaliteit hebben.Inwoners van Caribisch Nederland en Nederlanders die in het buitenland wonen stemmen ook, via zogenoemde kiescolleges. Op Bonaire zijn er volgens het CBS 14.600 kiesgerechtigden, op Sint Eustatius 1900 en op Saba 900.Noot voor de redactie, niet voor publicatie:Ga voor een interactieve graphic naar https://t.localfocus.nl/anp/?1ec5c3f. De graphic is opgemaakt in uw huisstijl en in formats voor print en online. De graphic wordt aangeboden aan klanten van de graphicsdienst van het ANP en LocalFocus.",Ruim 13 miljoen mensen mogen stemmen voor Provinciale Staten,30271be95d3b864756fdd17dddb15fe7
75,"Het Canadese biowetenschappelijk bedrijf Sunshine Earth Labs heeft een vergunning gekregen om cocaïne te produceren en te verkopen. De licentieovereenkomst is het gevolg van een beleidswijziging van de Canadese federale gezondheidsdienst om de epidemie aan overdosissen in de Canadese provincie British Columbia aan te pakken. Die heeft al aan duizenden mensen het leven gekost.Sunshine Earth Labs zei in een verklaring dat het toestemming heeft gekregen van overheidsorganisatie Health Canada om ""legaal cocablad en cocaïne te bezitten, produceren, verkopen en te distribueren"". Dat geldt ook voor morfine, MDMA (ecstasy) en heroïne. In februari kreeg het bedrijf Adastra Labs een vergelijkbare licentie. Dit eveneens Canadese bedrijf had zich tot dan toe gericht op het maken van cannabisextracten. Met de licentie kan Adastra Labs nu ook psilocybine en psilocine, beter bekend als paddo's, produceren en verkopen.De Canadese autoriteiten verleenden in januari een wettelijke vrijstelling aan British Columbia voor het driejarige proefproject. Dit moet het stigma rond drugsgebruik wegnemen, dat mensen ervan weerhoudt hulp te zoeken. British Columbia is het epicentrum van een crisis met meer dan 10.000 doden door een overdosis, sinds de provincie in 2016 een noodsituatie voor de volksgezondheid afkondigde.",Canadees bedrijf mag van overheid cocaïne verkopen,bb4105690fcca05f33bcbed77e8cdd6d
76,"Schaatssters Irene Schouten en Antoinette Rijpma-De Jong komen donderdag bij de WK afstanden voor concurrente Ragne Wiklund uit Noorwegen in actie op de 3000 meter. Patrick Roest rijdt op de 5000 meter in de voorlaatste rit tegen de Belg Bart Swings.Olympisch kampioene Schouten neemt het in de vijfde rit op tegen Magdalena Czyszczon uit Polen. Rijpma-De Jong, de wereldkampioene van twee jaar geleden, rijdt in de rit erna tegen Nadezjda Morozova uit Kazachstan. Wiklund komt in de achtste rit in actie tegen Valérie Maltais uit Canada. Joy Beune start een rit later tegen zesvoudig wereldkampioene op deze afstand, Martina Sablikova uit Tsjechië.Roest zit met Swings in de negende rit van de 5000 meter. De twee schaatsers die hem dit seizoen wisten te verslaan op de 5 kilometer, de Noor Sander Eitrem en de Italiaan Davide Ghiotto, rijden in de rit ervoor tegen elkaar. Marcel Bosker zit in de derde rit met de Italiaan Andrea Giovannini. Jorrit Bergsma neemt het een rit later op tegen de Duitser Felix Rijhnen.De WK afstanden beginnen donderdag met de 3000 meter. Na de 5000 meter volgen ook nog de teamsprint bij de vrouwen en de mannen. De sprintsters komen in de eerste rit in actie tegen Kazachstan. De sprinters treffen in de laatste rit Noorwegen.",Wiklund op WK na ritten Schouten en Rijpma-De Jong op 3000 meter,50f845a050befa7305092ccb6ff034a1
77,"De woede na de treinramp in Griekenland heeft in Thessaloniki geleid tot uit de hand gelopen protesten. De politie zegt dat de demonstranten zelfs met molotovcocktails hebben gegooid. Inmiddels zou de rust op straat zijn teruggekeerd.Aan het begin van de avond verzamelden mensen zich net als woensdagavond op straat om te protesteren. Donderdag waren het er zo'n 2000. Griekse media schrijven dat de demonstranten in Thessaloniki fakkels en vuurwerk bij zich hadden en dat daar ook mee gegooid is. Ze bekogelden de politie ook met stenen. De politie heeft daarna traangas ingezet om de demonstranten terug te drijven.De mensen zijn de straat op gegaan omdat ze boos zijn over het treinongeluk waarbij zeker 57 mensen om het leven kwamen. Tien mensen zijn nog niet gevonden en zes mensen liggen in het ziekenhuis op de intensive care. Twee treinen botsten frontaal op elkaar, waarschijnlijk omdat ze door een menselijke fout op hetzelfde spoor reden.Maar de demonstranten zijn kwaad op de spoorwegbedrijven en de overheid, omdat die het spoor te lang verwaarloosd hebben. Veel automatische seinen zijn al jaren stuk en moeten dus door mensen bediend worden. Daarom was het in de ogen van veel Grieken een kwestie van tijd tot een ongeluk van deze omvang zou plaatsvinden.In Athene kwamen zevenhonderd mensen samen voor het kantoor van de spoorbeheerder Hellenic Train. Ze hielden een minuut stilte voor alle slachtoffers van de ramp.",Traangas en molotovcocktails bij Griekse protesten na treinramp,c31436f2d9786bf92486fdf915bc284f
78,"Bijna 13,3 miljoen mensen mogen stemmen bij de komende Provinciale Statenverkiezingen op 15 maart, zo meldt het Centraal Bureau voor de Statistiek (CBS) op basis van zijn voorlopige cijfers. Onder de kiesgerechtigden zijn 800.000 jongeren die voor het eerst voor de Provinciale Staten stemmen.In de afgelopen twintig jaar is de kiesgerechtigde bevolking ouder geworden. Dit jaar is bijna 27 procent 65 jaar of ouder, in 2003 ging dat om ruim 18 procent. In de gemeente Laren (Noord-Holland) is het aantal kiesgerechtigden van 65 jaar oud of ouder het grootst, namelijk 40,7 procent.Een kwart van de mensen die mogen stemmen is jonger dan 35. ""Deze jonge stemmers wonen relatief vaak in steden, en dan vooral in studentensteden. Andere gemeenten met een jonge kiesgerechtigde bevolking zijn Urk (37,3 procent), Renswoude (29,7 procent) en Staphorst (29,5 procent). De provincies Groningen en Utrecht tellen naar verhouding de meeste jonge kiesgerechtigden"", aldus het CBS.Van de 18-plussers is 91,6 procent kiesgerechtigd voor de komende Provinciale Statenverkiezingen. In 2019 ging dat nog om 93,3 procent. Dat komt volgens het CBS omdat er in de afgelopen jaren meer mensen zijn bijgekomen die (nog) geen Nederlandse nationaliteit hebben.Inwoners van Caribisch Nederland en Nederlanders die in het buitenland wonen stemmen ook, via zogenoemde kiescolleges. Op Bonaire zijn er volgens het CBS 14.600 kiesgerechtigden, op Sint Eustatius 1900 en op Saba 900.Noot voor de redactie, niet voor publicatie:Ga voor een interactieve graphic naar https://t.localfocus.nl/anp/?1ec5c3f. De graphic is opgemaakt in uw huisstijl en in formats voor print en online. De graphic wordt aangeboden aan klanten van de graphicsdienst van het ANP en LocalFocus.",Ruim 13 miljoen mensen mogen stemmen voor Provinciale Staten,30271be95d3b864756fdd17dddb15fe7
79,"De woede na de treinramp in Griekenland heeft in Thessaloniki geleid tot uit de hand gelopen protesten. De politie zegt dat de demonstranten zelfs met molotovcocktails hebben gegooid. Inmiddels zou de rust op straat zijn teruggekeerd.Aan het begin van de avond verzamelden mensen zich net als woensdagavond op straat om te protesteren. Donderdag waren het er zo'n 2000. Griekse media schrijven dat de demonstranten in Thessaloniki fakkels en vuurwerk bij zich hadden en dat daar ook mee gegooid is. Ze bekogelden de politie ook met stenen. De politie heeft daarna traangas ingezet om de demonstranten terug te drijven.De mensen zijn de straat op gegaan omdat ze boos zijn over het treinongeluk waarbij zeker 57 mensen om het leven kwamen. Tien mensen zijn nog niet gevonden en zes mensen liggen in het ziekenhuis op de intensive care. Twee treinen botsten frontaal op elkaar, waarschijnlijk omdat ze door een menselijke fout op hetzelfde spoor reden.Maar de demonstranten zijn kwaad op de spoorwegbedrijven en de overheid, omdat die het spoor te lang verwaarloosd hebben. Veel automatische seinen zijn al jaren stuk en moeten dus door mensen bediend worden. Daarom was het in de ogen van veel Grieken een kwestie van tijd tot een ongeluk van deze omvang zou plaatsvinden.In Athene kwamen zevenhonderd mensen samen voor het kantoor van de spoorbeheerder Hellenic Train. Ze hielden een minuut stilte voor alle slachtoffers van de ramp.",Traangas en molotovcocktails bij Griekse protesten na treinramp,c31436f2d9786bf92486fdf915bc284f
80,"In het centrum van de Zweedse stad Göteborg is op klaarlichte dag een 9-jarig meisje neergestoken. Zij zou in haar buik zijn gestoken en inmiddels in een stabiele conditie in het ziekenhuis liggen. Het zou gaan om een Nederlands meisje uit Amsterdam dat in Zweden op familiebezoek was. Dat laat een vriend van de familie van het meisje weten aan De Telegraaf.De verdachte, die volgens Zweedse media rond de 30 jaar is, werd vastgehouden door passanten en later overgedragen aan de politie. Die zette tevens de plaats delict in de Brunnsparken af en startte een onderzoek. Vooralsnog zien zij geen verband tussen de dader en het slachtoffer en tasten zij qua motief nog in het duister.Volgens Zweedse media is de verdachte wel bekend bij de instanties. Enkele familieleden van het meisje zouden ook lichtgewond zijn geraakt toen ze het meisje wilden beschermen. Zij zijn met het meisje meegegaan naar het ziekenhuis.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: ’Nederlands meisje (9) neergestoken in Göteborg’,4741ddecad40d224052ccb4b4621d379
81,"In het centrum van de Zweedse stad Göteborg is op klaarlichte dag een 9-jarig meisje neergestoken. Zij zou in haar buik zijn gestoken en inmiddels in een stabiele conditie in het ziekenhuis liggen. Het zou gaan om een Nederlands meisje uit Amsterdam dat in Zweden op familiebezoek was. Dat laat een vriend van de familie van het meisje weten aan De Telegraaf.De verdachte, die volgens Zweedse media rond de 30 jaar is, werd vastgehouden door passanten en later overgedragen aan de politie. Die zette tevens de plaats delict in de Brunnsparken af en startte een onderzoek. Vooralsnog zien zij geen verband tussen de dader en het slachtoffer en tasten zij qua motief nog in het duister.Volgens Zweedse media is de verdachte wel bekend bij de instanties. Enkele familieleden van het meisje zouden ook lichtgewond zijn geraakt toen ze het meisje wilden beschermen. Zij zijn met het meisje meegegaan naar het ziekenhuis.MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: ’Nederlands meisje (9) neergestoken in Göteborg’,4741ddecad40d224052ccb4b4621d379
82,"Een gedeelte van het monument voor Nelson Mandela in Amsterdam is gestolen, meldt de politie. Het is onduidelijk wie dit heeft gedaan en wanneer dit is gebeurd. De melding kwam woensdag binnen bij de gemeente en de politie.Het monument in het Nelson Mandelapark bestaat uit zeven gefragmenteerde gezichten. Een van die gezichten is nu weg. ""Gezien de omvang van het onderdeel is het geen eenvoudige en onopvallende daad geweest om uit te voeren"", aldus de politie.De politie ""komt heel graag in contact"" met mensen die iets hebben gezien of die meer weten over waar het onderdeel nu is.",Deel monument Nelson Mandela in Amsterdam gestolen,b8e3e8fb184f4d9474fcd9cce21d2170
83,"Max Verstappen gaat vol zelfvertrouwen op jacht naar zijn derde wereldtitel op rij in de Formule 1. De afgelopen testdagen in Bahrein sterkten hem in de overtuiging dat Red Bull voor het komende, lange seizoen een snelle en betrouwbare auto heeft gebouwd. Race 1 in de reeks van 23 is zondag de Grote Prijs van Bahrein.""De auto reageerde goed op alles wat we deden. Ik ben erg tevreden over de testperiode, iedere keer dat ik in de auto sprong, voelde ik me comfortabel en kon ik meteen pushen"", was zijn conclusie na 204 vrijwel probleemloze rondjes op het circuit van Sakhir.Verstappen was niet de enige die positief sprak over de RB19. Vrijwel iedereen die op welke manier dan ook betrokken is bij de koningsklasse van de autosport, zag een sterke Red Bull en bestempelde de Nederlander meteen tot topfavoriet in het kampioenschap.Afgaande op de testdagen lijkt de pikorde ongeveer hetzelfde als die van vorig jaar. Ferrari (met Charles Leclerc en Carlos Sainz) en Mercedes (met Lewis Hamilton en George Russell) zullen de grootste uitdagers van Red Bull zijn. En mogelijk komt Aston Martin erbij.""Zij hebben echt een grote stap voorwaarts gemaakt"", vindt ook teambaas Christian Horner van Red Bull. ""Het ziet ernaar uit dat Aston Martin het juiste ontwerp heeft gevonden voor zijn auto. Ze zitten niet al te ver meer van ons vandaan en vooral Fernando Alonso oogt zeer strijdvaardig.""Alonso, tweevoudig wereldkampioen, is met 41 jaar de oudste van de twintig coureurs. Hij begint aan zijn twintigste seizoen en heeft in 356 grands prix gereden.De 38-jarige Hamilton begint in Bahrein aan zijn 311e grand prix. De zevenvoudig wereldkampioen is onverminderd ambitieus; hij wil als eerste coureur in de geschiedenis een achtste wereldtitel. De testdagen waren niet heel hoopgevend. ""We hebben nog een hoop werk te doen, het is nog steeds niet perfect. We kunnen momenteel niet tippen aan de Red Bulls en de Ferrari's"", luidde het oordeel van Hamilton na de testdagen.Nyck de Vries maakt zijn debuut als wedstrijdrijder bij AlphaTauri. Hij zal blij zijn als hij in de punten kan rijden, want zijn auto is niet de snelste. De 28-jarige Fries gebruikte de testdagen om de AlphaTauri goed te leren kennen; hij reed van alle coureurs de meeste ronden, liefst 246. ""Ik heb drie goede dagen gehad en ik voel me goed. Ik ben er klaar voor en realiseer me dat ik de kans heb mijn droom te leven"", aldus De Vries.Verstappen won vorig jaar een recordaantal van vijftien races. Hij staat inmiddels op 35 grand-prixzeges en bezet de zesde plaats op de eeuwige ranglijst. De Braziliaan Ayrton Senna is de nummer vijf met 41 zeges. Hij veroverde drie wereldtitels, maar niet op een rij. Drie titels achter elkaar is tot nog toe alleen Michael Schumacher, Lewis Hamilton, Juan Manuel Fangio en Sebastian Vettel gelukt.",Zelfverzekerde Verstappen op jacht naar hattrick in Formule 1,58c080b1b9c40de606445a69e058d7e9
84,"De stationschef die na de treinramp in Griekenland werd aangehouden, heeft toegegeven schuldig te zijn aan nalatigheid. Dat meldt een woordvoerder van de Griekse regering. De 59-jarige man, die treinen op de juiste sporen moest leiden, heeft zelf nog niet publiekelijk gereageerd.Een vrachttrein en een passagierstrein reden met snelheden tot 160 kilometer per uur over hetzelfde spoor tot ze frontaal in botsing kwamen, in de buurt van de stad Larissa. Door de enorme knal vlogen de inzittenden door de rijtuigen en er ontstond een grote brand. Er zijn zeker 46 doden gevallen.Omdat tien mensen worden vermist, gaat de zoektocht in het puin verder. De hulpdiensten vinden er nog alleen verkoolde lichaamsdelen, bericht de omroep ERT. Griekse media melden dat familieleden DNA hebben afgegeven bij het ziekenhuis in Larissa en dat de eerste overledenen inmiddels zijn geïdentificeerd. Onder de slachtoffers zijn vermoedelijk veel studenten.Door het ongeval is in Griekenland veel verdriet, maar er heerst ook woede. Critici vragen zich of de ramp voorkomen had kunnen worden. Het is al langer bekend dat het Griekse spoornetwerk in slechte staat verkeert. De opvolger van de woensdag opgestapte transportminister heeft modernisering en veilig treinverkeer beloofd.Naar aanleiding van het ongeval staken treinmedewerkers donderdag uit protest over uitblijvende investeringen in bijvoorbeeld het personeel en modernere systemen. In Athene leggen metromedewerkers het werk eveneens neer omdat ze zeggen met dezelfde problemen te kampen. Een protest in de hoofdstad liep woensdagavond uit de hand.Noot voor de redactie, niet voor publicatie:Ga voor een interactieve graphic naar https://t.localfocus.nl/anp/?6bf91ac. De graphic is opgemaakt in uw huisstijl en in formats voor print en online. De graphic wordt aangeboden aan klanten van de graphicsdienst van het ANP en LocalFocus.",Griekse regering: stationschef erkent nalatigheid bij treinramp,c4d2dc42113260e64ca3252f45faad27
85,"Op het strand bij Scheveningen zijn tientallen witte eieren gevonden met daarin allemaal dode kuikens. Ook liggen er enkele dode kuikens op het strand. Om wat voor eieren het gaat en hoe ze daar terecht zijn gekomen, is nog niet duidelijk. Dit schrijft Omroep West. ""Zoiets hebben we nog nooit meegemaakt"", zegt Dierenambulance Den Haag.Sommige eieren waren half kapot, andere nog heel. De eieren zijn verzameld en opgehaald door medewerkers van de dierenambulance. Vervolgens zijn ze naar vogelopvang De Wulp gebracht, waar onderzoek gedaan wordt naar de herkomst. Daarover kan de vogelopvang nog niks zeggen, omdat de eieren pas net binnen zijn.Ook de dierenambulance tast nog in het duister over de herkomst van de eieren. Ook weten ze nog niet om wat voor vogels het gaat. ""Het zijn er meer dan honderd. Zoiets hebben we nog nooit meegemaakt. Het is uitermate bijzonder dat dit gebeurt."" Volgens de woordvoerder kan er van alles zijn gebeurd. ""We weten het nog niet, misschien zijn de eieren gedumpt door mensen die een hekel hebben aan bepaalde vogels.""MediaWatch (Disclaimer)ANP MediaWatch is alleen een signaleringsdienst. Het ANP is niet verantwoordelijk voor de inhoud.Tip het ANP. Bel naar 070 - 41 41 411 of mail naar mediawatch@anp.nl",MEDIAWATCH: Tientallen eieren en dode kuikens gevonden op strand,e69ace566537cfde530d06a48426db15
86,"Het gerechtshof in Den Bosch heeft donderdag Sergio K. uit Brunssum vrijgesproken van betrokkenheid bij de moord op Sven Prins (30). Bij de rechtbank kreeg K. in januari 2018 nog dertig jaar cel opgelegd. Twee medeverdachten kregen toen dertig jaar en levenslang cel.K. zat vijf jaar, twee maanden en elf dagen vast voor de moord. Tijdens het proces in hoger beroep draaide echter alles om. Nadat het Openbaar Ministerie in september 2021 dertig jaar had geëist, klonk van de publieke tribune de naam van een vierde persoon. Die zou de moord hebben gepleegd in plaats van K. Ook de tot levenslang veroordeelde Jurandy T. zei dat K. onterecht was veroordeeld. Na onderzoek werd K. een maand later voorlopig vrijgelaten. Het OM eiste vorige maand toch weer dertig jaar cel. Volgens de aanklager was er ""een spelletje"" gespeeld.Prins werd in september 2015 tijdens een achtervolging in de auto met meerdere salvo’s uit een kalasjnikov beschoten. Toen hij strompelend een tuin in vluchtte, werd hij in de rug geschoten. Volgens het hof is het ""niet zonder meer onaannemelijk"" dat iemand anders de moord pleegde. De aangewezen persoon zit echter in het buitenland. Hij is niet gevonden.",Hof spreekt tot 30 jaar cel veroordeelde Sergio K. vrij van moord,ec134ab63676308c53a645cb277d6830
