NA_index,news_articles,cl_rm_i,cl_rm_str,cl_feit_ls,cl_vloe_ls,cl_rele_ls,cl_spre_ls
4,"Vitesse heeft bijna veertig supporters een stadionverbod opgelegd vanwege het afsteken van rookbommen. De thuiswedstrijd zondag tegen sc Heerenveen (1-2) moest na een kwartier tijdelijk worden stilgelegd, omdat achter een van de doelen flinke rookontwikkeling ontstond. Eén rookbom werd zelfs op het veld gegooid.  ""Terwijl de zwart-grijze rook opstijgt op de Zuid-tribune, denkt 99,9 procent van de mensen in Gelredome precies hetzelfde: daar gaan we weer, wat een ellende"", schrijft Vitesse op de website.  Twee toeschouwers werden gearresteerd omdat ze twee stewards hadden mishandeld. ""Het moge duidelijk zijn dat dit volstrekt onacceptabel is en nóóit mag gebeuren"", aldus Vitesse, dat stadionverboden oplegde aan de supporters die (mede) verantwoordelijk waren voor de vuurwerkactie. In totaal heeft de Arnhemse club dit seizoen al ruim honderd fans een stadionverbod gegeven. Vitesse probeert de financiële schade te verhalen op de daders.  ""Het zijn harde maatregelen, waar we absoluut niet trots op zijn, maar die voor de terugkeer naar een veilig en sfeervol stadion wel noodzakelijk zijn. Het moet stoppen dat kleine groepen 'supporters' het verpesten voor de rest"", aldus de nummer 6 van de Eredivisie. ",cl_rm_3,Vitesse heeft bijna veertig supporters een stadionverbod opgelegd vanwege het afsteken van rookbommen tijdens de wedstrijd tegen sc Heerenveen. De wedstrijd moest worden stilgelegd door de rookontwikkeling. Vitesse noemt het gedrag van de fans onacceptabel en wil de schade verhalen. De club probeert een veilig stadion te creëren.,"[85, 90, 95, 97, 90]","[85, 70, 80, 78, 80]","[85, 85, 95, 85, 90]","[65, 85, 65, 72, 90]"
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",cl_rm_4,"De Nieuw-Zeelandse regering heeft de noodtoestand uitgeroepen vanwege cycloon Gabrielle. Volgens premier Hipkins heeft de storm grote schade veroorzaakt. Gisborne is door overstromingen van de buitenwereld afgesneden. Helikopters kunnen door harde wind niet overal komen, waardoor reddingsoperaties lastig zijn. Het leger helpt bij evacuaties.  Cycloon Gabrielle veroorzaakte naast hoge golven en wind ook veel regen. Rapaporiki registreerde 568 mm regen. Ook Auckland had veel last. Daar wordt een brandweerman vermist na een aardverschuiving. Tienduizenden huishoudens zitten zonder stroom. Herstel kan dagen of weken duren.","[80, 100, 95, 100, 92]","[95, 90, 80, 85, 80]","[85, 80, 65, 60, 80]","[60, 70, 30, 65, 70]"
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",cl_rm_2,De cycloon Gabrielle heeft grote schade aangericht in Nieuw-Zeeland. Dinsdagochtend werd de noodtoestand afgekondigd. De premier spreekt van een natuurramp. Huizen en wegen zijn verwoest en regio's zijn geïsoleerd. Reddingswerk wordt bemoeilijkt door het extreme weer. Een brandweerman wordt vermist. Tienduizenden huishoudens zitten zonder stroom. Herstel kan dagen duren.,"[90, 90, 93, 100, 95]","[90, 90, 87, 75, 75]","[75, 85, 90, 75, 70]","[80, 85, 50, 85, 85]"
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",cl_rm_1,"De Nieuw-Zeelandse regering heeft de noodtoestand afgekondigd vanwege cycloon Gabrielle. De storm heeft grote schade aangericht en volgens de premier is sprake van een natuurramp. In grote delen van het land zijn overstromingen, aardverschuivingen en stroomuitval. Reddingswerkzaamheden zijn moeilijk door harde wind en ondergelopen wegen. Cycloon Gabrielle bracht veel regen en metershoge golven. Een brandweerman wordt vermist na een aardverschuiving. Herstel kan enkele weken duren.","[90, 95, 91, 100, 90]","[95, 95, 90, 70, 70]","[90, 95, 70, 70, 75]","[90, 75, 35, 75, 88]"
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",cl_rm_7,"De cycloon Gabrielle heeft grote schade aangericht in Nieuw-Zeeland. De autoriteiten hebben de noodtoestand afgekondigd. Premier Chris Hipkins spreekt van een natuurramp van ongekende omvang. Wegen en huizen zijn overstroomd en sommige regio's zijn afgesneden. Communicatie is moeilijk door uitval mobiele netwerken. Helikopters kunnen niet altijd uitrukken waardoor reddingsacties lastig zijn. Het leger helpt bij evacuaties. De cycloon zorgde voor windstoten, metershoge golven en veel regen. Een recordhoeveelheid van 568 millimeter viel in Gisborne. Ook Auckland had te lijden onder overstromingen. Een brandweerman wordt vermist na een aardverschuiving. Tienduizenden huishoudens zitten zonder stroom. Herstel kan dagen of weken duren.","[95, 100, 94, 100, 98]","[100, 92, 95, 90, 90]","[95, 90, 60, 65, 90]","[30, 65, 45, 70, 80]"
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",cl_rm_5,De cycloon Gabrielle heeft flink wat verwoestingen aangericht in Nieuw-Zeeland. Door de enorme regenval en harde wind zijn wegen en huizen zwaar beschadigd geraakt. De premier spreekt van grootschade in het hele land. De cycloon zorgde voor metershoge golven en windstoten tot 127 kilometer per uur. Door overstromingen en modderstromen zijn sommige gebieden afgesloten van de buitenwereld. Door uitval van het elektricteitsnet zitten tienduizenden huishoudens zonder stroom. Reddingsoperaties worden bemoeilijkt door slecht weer. De schade is enorm en het kan dagen of weken duren voordat alles weer normaal is.,"[85, 95, 83, 100, 92]","[95, 95, 75, 80, 85]","[65, 65, 50, 50, 60]","[50, 85, 40, 85, 82]"
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",cl_rm_3,"De cycloon Gabrielle heeft in Nieuw-Zeeland voor ongekende schade gezorgd. De noodtoestand is uitgeroepen.  Premier Hipkins spreekt van een ramp die het hele land treft. Huizen zijn ondergelopen, wegen weggespoeld en regio's zijn geïsoleerd. De reddingsoperaties worden bemoeilijkt door het extreme weer. Tienduizenden huishoudens zitten zonder stroom.","[85, 85, 97, 100, 85]","[85, 85, 85, 65, 60]","[70, 70, 80, 70, 65]","[70, 80, 60, 60, 90]"
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",cl_rm_6,Vanwege cycloon Gabrielle hebben de autoriteiten de noodtoestand afgekondigd in Nieuw-Zeeland. Premier Hipkins spreekt over grote schade in het hele land door de zware storm. Door overstromingen en aardverschuivingen zitten duizenden Nieuw-Zeelanders zonder stroom.,"[85, 75, 95, 100, 85]","[85, 80, 70, 60, 65]","[60, 50, 85, 60, 50]","[40, 75, 70, 70, 80]"
5,"In Nieuw-Zeeland is dinsdagochtend de noodtoestand afgekondigd vanwege de grootschalige schade die cycloon Gabrielle heeft aangericht op het Noordereiland. De autoriteiten spreken van een ""ongekende"" natuurramp. Slechts twee keer eerder, vanwege de verwoestende aardbevingen in Christchurch en in recentere jaren de Covid-19-pandemie, was de noodtoestand er op nationaal niveau van kracht.  De Nieuw-Zeelandse premier Chris Hipkins zegt dat de cycloon, die in Nieuw-Zeeland al sinds zondag voor extreem weer zorgt, ""grote schade heeft aangericht door het hele land"". Er was gewaarschuwd voor ""een van de zwaarste stormen van de eeuw"". Dinsdagochtend is op tientallen beelden op sociale media te zijn dat huizen zijn overstroomd en wegen zijn weggespoeld. Volledige regio's, zoals de kustprovincie Gisborne, zijn volgens de autoriteiten afgesneden van de buitenwereld.  Het ministerie van Noodsituaties meldt dat het niet met alle lokale brandweerkorpsen contact heeft kunnen leggen vanwege problemen met mobiele netwerken. Reddingsoperaties worden bemoeilijkt doordat helikopters vanwege de harde wind niet overal kunnen vliegen. Het leger wordt op sommige plekken ingezet om te helpen bij verplichte evacuaties en de situatie verandert ""van minuut tot minuut"".  Cycloon Gabrielle veroorzaakte naast metershoge golven en windstoten tot 127 kilometer per uur ook zware regenval. Het weerstation Raparapaririki, in de regio Gisborne, registreerde tussen zondag en dinsdag een recordhoeveelheid van 568 millimeter regen.  Ook Auckland, Nieuw-Zeelands grootste stad die nog herstellende was van de overstromingen ruim twee weken geleden, werd zwaar getroffen door de storm. Ten westen van de stad, in Muriwai, is een lid van de vrijwillige brandweer vermist na een aardverschuiving bij een ondergelopen woning.  Tienduizenden huishoudens verspreid over het Noordereiland zitten zonder stroom en door een ondergelopen onderstation, dat onderdeel is van het hoogspanningsnet, kan het nog ""dagen of weken"" duren voordat delen van het land weer zijn aangesloten op het stroomnet. ",cl_rm_g," In Nieuw-Zeeland is de noodtoestand afgekondigd om de vele schade die cycloon Gabrielle heeft aangericht. De storm heeft vooral het noorden getroffen, waaronder de stad Auckland. Hevige regen zorgt voor overstromingen, en daardoor is ook op veel plekken de stroom uitgevallen. Het is een ongekende natuurramp, zegt premier Hipkins.  ","[85, 75, 93, 100, 90]","[95, 84, 85, 75, 60]","[80, 50, 75, 75, 55]","[20, 90, 65, 85, 90]"
6,"De onbemande Russische Sojoez-capsule die drie astronauten moet ophalen van het internationale ruimtestation ISS is op zijn bestemming aangekomen. De Russische ruimtevaartorganisatie Roskosmos meldt op Telegram dat de capsule zondagochtend om 03.58 uur Moskouse tijd is afgemeerd bij het ISS. Het ruimtevaartuig was vrijdag gelanceerd.  De Russische kosmonauten Sergej Prokopjev en Dmitri Petelin en de Amerikaanse astronaut Francisco Rubio die momenteel op het ISS verblijven, zouden in maart naar de aarde terugkeren. In december ontstond echter een lek in het Sojoez-ruimteschip waarmee ze zouden reizen, waardoor koelvloeistof wegstroomde. Waarschijnlijk is het lek veroorzaakt door een botsing met een zogeheten micrometeoroïde, een miniem stukje ruimtegruis.  Nu de nieuwe capsule is gearriveerd zal de beschadigde volgende maand onbemand terugkeren. De drie ruimtevaarders moeten nog tot september op het ISS blijven, want Roskosmos heeft hun missie verlengd. Het Sojoez-ruimtevaartuig dat zondag afmeerde bracht daarom ook 429 kilo materiaal en voorraden mee. ",cl_rm_7,Het ruimtevaartuig voor drie astronauten die op het internationale ruimtestation ISS verblijven is aangekomen. De capsule werd zondagochtend afgemeerd bij het ISS. De astronauten blijven tot september op het ruimtestation. Door een lek in hun eigen ruimteschip moeten ze de terugreis uitstellen.,"[90, 95, 90, 90, 95]","[80, 80, 73, 86, 65]","[75, 60, 70, 70, 65]","[85, 90, 70, 90, 85]"
6,"De onbemande Russische Sojoez-capsule die drie astronauten moet ophalen van het internationale ruimtestation ISS is op zijn bestemming aangekomen. De Russische ruimtevaartorganisatie Roskosmos meldt op Telegram dat de capsule zondagochtend om 03.58 uur Moskouse tijd is afgemeerd bij het ISS. Het ruimtevaartuig was vrijdag gelanceerd.  De Russische kosmonauten Sergej Prokopjev en Dmitri Petelin en de Amerikaanse astronaut Francisco Rubio die momenteel op het ISS verblijven, zouden in maart naar de aarde terugkeren. In december ontstond echter een lek in het Sojoez-ruimteschip waarmee ze zouden reizen, waardoor koelvloeistof wegstroomde. Waarschijnlijk is het lek veroorzaakt door een botsing met een zogeheten micrometeoroïde, een miniem stukje ruimtegruis.  Nu de nieuwe capsule is gearriveerd zal de beschadigde volgende maand onbemand terugkeren. De drie ruimtevaarders moeten nog tot september op het ISS blijven, want Roskosmos heeft hun missie verlengd. Het Sojoez-ruimtevaartuig dat zondag afmeerde bracht daarom ook 429 kilo materiaal en voorraden mee. ",cl_rm_2,De drie astronauten op het internationale ruimtestation blijven langer aan boord. Hun terugkeer in maart gaat niet door vanwege een lek in het ruimtevaartuig. Een nieuw onbemande Russisch ruimtevaartuig bracht voorraden en materiaal naar het ISS.,"[85, 90, 95, 90, 95]","[65, 85, 68, 85, 75]","[65, 95, 65, 65, 65]","[70, 100, 80, 80, 90]"
6,"De onbemande Russische Sojoez-capsule die drie astronauten moet ophalen van het internationale ruimtestation ISS is op zijn bestemming aangekomen. De Russische ruimtevaartorganisatie Roskosmos meldt op Telegram dat de capsule zondagochtend om 03.58 uur Moskouse tijd is afgemeerd bij het ISS. Het ruimtevaartuig was vrijdag gelanceerd.  De Russische kosmonauten Sergej Prokopjev en Dmitri Petelin en de Amerikaanse astronaut Francisco Rubio die momenteel op het ISS verblijven, zouden in maart naar de aarde terugkeren. In december ontstond echter een lek in het Sojoez-ruimteschip waarmee ze zouden reizen, waardoor koelvloeistof wegstroomde. Waarschijnlijk is het lek veroorzaakt door een botsing met een zogeheten micrometeoroïde, een miniem stukje ruimtegruis.  Nu de nieuwe capsule is gearriveerd zal de beschadigde volgende maand onbemand terugkeren. De drie ruimtevaarders moeten nog tot september op het ISS blijven, want Roskosmos heeft hun missie verlengd. Het Sojoez-ruimtevaartuig dat zondag afmeerde bracht daarom ook 429 kilo materiaal en voorraden mee. ",cl_rm_g, Bij het ruimtestation ISS is een onbemande Russische ruimtecapsule aangekomen. Die moet drie astronauten over een tijdje terugbrengen naar de aarde. De twee Russen en een Amerikaan zouden eigenlijk volgende maand terugkomen met de eigen capsule van het ISS. Maar die heeft schade opgelopen door een stukje ruimtegruis.  ,"[75, 80, 85, 85, 95]","[70, 75, 65, 81, 60]","[50, 40, 55, 55, 60]","[90, 85, 65, 95, 85]"
6,"De onbemande Russische Sojoez-capsule die drie astronauten moet ophalen van het internationale ruimtestation ISS is op zijn bestemming aangekomen. De Russische ruimtevaartorganisatie Roskosmos meldt op Telegram dat de capsule zondagochtend om 03.58 uur Moskouse tijd is afgemeerd bij het ISS. Het ruimtevaartuig was vrijdag gelanceerd.  De Russische kosmonauten Sergej Prokopjev en Dmitri Petelin en de Amerikaanse astronaut Francisco Rubio die momenteel op het ISS verblijven, zouden in maart naar de aarde terugkeren. In december ontstond echter een lek in het Sojoez-ruimteschip waarmee ze zouden reizen, waardoor koelvloeistof wegstroomde. Waarschijnlijk is het lek veroorzaakt door een botsing met een zogeheten micrometeoroïde, een miniem stukje ruimtegruis.  Nu de nieuwe capsule is gearriveerd zal de beschadigde volgende maand onbemand terugkeren. De drie ruimtevaarders moeten nog tot september op het ISS blijven, want Roskosmos heeft hun missie verlengd. Het Sojoez-ruimtevaartuig dat zondag afmeerde bracht daarom ook 429 kilo materiaal en voorraden mee. ",cl_rm_6,De drie ISS-astronauten kunnen veilig terugkeren naar de aarde. Een nieuwe Russische Sojoez-capsule meerde zondag aan bij het internationale ruimtestation. De capsule vervoerde ook nieuwe voorraden. De beschadigde capsule keert volgende maand terug. De missie van de astronauten werd verlengd tot september.,"[90, 95, 85, 90, 95]","[85, 85, 70, 85, 75]","[70, 35, 75, 50, 70]","[90, 90, 80, 95, 80]"
